model,replication,method,selected_components,ise,mspe,finite_result,numerical_instability,instability_diagnostic
Model 1,29,Arnoldi FPLS,2,0.619781379450515,1.0566133215282782,True,False,7.844524356176688e-16
Model 1,29,FPCR,3,0.4913865412389143,1.035099132802843,True,False,nan
Model 1,30,CG-FPLS-code,1,0.4973301087337586,1.1915311758952123,True,False,nan
Model 1,30,Raw FPLS,1,0.49866338182441977,1.1894835811513607,True,False,1.0
Model 1,30,Arnoldi FPLS,1,0.4986633818244199,1.1894835811513604,True,False,4.440892098500626e-16
Model 1,30,FPCR,3,0.5293085342919849,1.2062112235745126,True,False,nan
Model 1,31,CG-FPLS-code,1,0.4947720078950425,1.220355172709753,True,False,nan
Model 1,31,Raw FPLS,2,0.45601839841262204,1.0210239615773857,True,False,64.63480465704434
Model 1,31,Arnoldi FPLS,2,0.456018398412675,1.0210239615773933,True,False,6.760112399434354e-16
Model 1,31,FPCR,6,0.5944809998821715,1.026182422153837,True,False,nan
Model 1,32,CG-FPLS-code,1,0.5710707946102218,1.1617927149746492,True,False,nan
Model 1,32,Raw FPLS,2,0.35427469234183223,0.8721371033550056,True,False,105.24055568230843
Model 1,32,Arnoldi FPLS,2,0.35427469234292147,0.8721371033554804,True,False,3.2176256594325425e-16
Model 1,32,FPCR,9,0.4931666045842848,0.9180821807789576,True,False,nan
Model 1,33,CG-FPLS-code,1,0.5145828256179353,1.2945986514663548,True,False,nan
Model 1,33,Raw FPLS,1,0.516009792210704,1.2957427379039996,True,False,1.0
Model 1,33,Arnoldi FPLS,1,0.5160097922107036,1.2957427379039996,True,False,2.220446049250313e-16
Model 1,33,FPCR,2,0.5488011028319986,1.2299590379482044,True,False,nan
Model 1,34,CG-FPLS-code,1,0.6803090551180702,1.5289840695126744,True,False,nan
Model 1,34,Raw FPLS,3,1.889947627056319,1.614220447257978,True,False,558.540731444264
Model 1,34,Arnoldi FPLS,3,1.889947627068146,1.6142204472599806,True,False,3.6571823717006147e-16
Model 1,34,FPCR,13,1.3674892064444941,1.4936535061200353,True,False,nan
