analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,wavelength_nm,linear_weight,functional_beta_common_1_over_650,intercept,training_y_mean,retained_processed_wavelength,training_x_mean_after_fixed_transform,processed_grid_size,status
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,800.0,0.012378552783508233,8.046059309280352,168.01942458929807,193.33653846153845,True,3.5496899807692306,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,802.0,0.017910573580701777,11.641872827456154,168.01942458929807,193.33653846153845,True,3.5536585576923065,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,804.0,0.02266724531006857,14.733709451544572,168.01942458929807,193.33653846153845,True,3.5579552564102586,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,806.0,0.025800811731424046,16.77052762542563,168.01942458929807,193.33653846153845,True,3.5622522628205116,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,808.0,0.028602453560978916,18.591594814636295,168.01942458929807,193.33653846153845,True,3.567050256410255,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,810.0,0.03380949027272288,21.976168677269868,168.01942458929807,193.33653846153845,True,3.5720979807692324,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,812.0,0.04014912910682721,26.09693391943769,168.01942458929807,193.33653846153845,True,3.576340211538461,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,814.0,0.04479069938754977,29.113954601907352,168.01942458929807,193.33653846153845,True,3.581371705128206,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,816.0,0.04645408924332368,30.19515800816039,168.01942458929807,193.33653846153845,True,3.5866683910256407,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,818.0,0.050822662578588904,33.03473067608279,168.01942458929807,193.33653846153845,True,3.5919779615384595,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,820.0,0.05645899668295486,36.69834784392066,168.01942458929807,193.33653846153845,True,3.5975038141025655,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,822.0,0.05875323458322913,38.18960247909894,168.01942458929807,193.33653846153845,True,3.602889134615384,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,824.0,0.06344148640638386,41.23696616414951,168.01942458929807,193.33653846153845,True,3.6088514423076927,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,826.0,0.06488652047409481,42.17623830816162,168.01942458929807,193.33653846153845,True,3.6159340961538433,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,828.0,0.06774462980533888,44.03400937347027,168.01942458929807,193.33653846153845,True,3.619667205128203,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,830.0,0.06953127310021776,45.19532751514154,168.01942458929807,193.33653846153845,True,3.6247300256410244,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,832.0,0.07236850908516243,47.039530905355576,168.01942458929807,193.33653846153845,True,3.629758339743588,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,834.0,0.0753552551468685,48.98091584546452,168.01942458929807,193.33653846153845,True,3.6345284487179503,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,836.0,0.08158283125947863,53.02884031866111,168.01942458929807,193.33653846153845,True,3.6395914102564118,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,838.0,0.08450484624756746,54.92815006091885,168.01942458929807,193.33653846153845,True,3.644527544871795,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,840.0,0.09205851685929638,59.83803595854265,168.01942458929807,193.33653846153845,True,3.6485189871794876,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,842.0,0.10040444115647797,65.26288675171068,168.01942458929807,193.33653846153845,True,3.6529847756410265,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,844.0,0.104914562616588,68.1944657007822,168.01942458929807,193.33653846153845,True,3.6576717051282057,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,846.0,0.10972526179895513,71.32142016932083,168.01942458929807,193.33653846153845,True,3.662328288461539,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,848.0,0.12416917663057149,80.70996480987147,168.01942458929807,193.33653846153845,True,3.6672381858974368,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,850.0,0.13662722820788456,88.80769833512497,168.01942458929807,193.33653846153845,True,3.6723077115384615,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,852.0,0.14962494183073166,97.25621218997559,168.01942458929807,193.33653846153845,True,3.6774826282051296,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,854.0,0.1568580138512385,101.95770900330501,168.01942458929807,193.33653846153845,True,3.683204096153845,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,856.0,0.17572117941637042,114.21876662064076,168.01942458929807,193.33653846153845,True,3.6888704487179482,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,858.0,0.19848773000767428,129.01702450498829,168.01942458929807,193.33653846153845,True,3.694979942307692,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,860.0,0.21755409444563675,141.4101613896639,168.01942458929807,193.33653846153845,True,3.701277576923075,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,862.0,0.2440687655966095,158.64469763779618,168.01942458929807,193.33653846153845,True,3.706885743589744,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,864.0,0.2636096165376722,171.34625074948693,168.01942458929807,193.33653846153845,True,3.712076301282054,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,866.0,0.27684429139983446,179.9487894098924,168.01942458929807,193.33653846153845,True,3.7164884679487167,650,ok
