analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,fit_status,evaluation_status,evaluation_prediction_finite,selected_components,rmse,mae,bias,r2
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,4,development_combined,CG-FPLS-code,ok,ok,True,3,5.910631897433412,4.202407717843214,-0.6206052648021563,0.9115046143531489
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,4,development_combined,Raw FPLS,ok,ok,True,15,4.432141187803824,3.281048856620733,-0.6966225211240111,0.9502400456826877
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,4,development_combined,Arnoldi FPLS,ok,ok,True,6,5.260519892219687,3.814398446339468,-1.2156741669321036,0.9299012725188436
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,4,development_combined,FPCR,ok,ok,True,47,6.336180393462112,4.1945373351687705,-2.0434901398702627,0.8983030644670233
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,5,development_combined,CG-FPLS-code,ok,ok,True,3,4.838574249877486,4.05998265739971,0.3702689176112014,0.9381782260868787
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,5,development_combined,Raw FPLS,ok,ok,True,61,3.4092160222613863,2.605726685025945,0.5271541768955654,0.9693086717238811
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,5,development_combined,Arnoldi FPLS,ok,ok,True,5,3.340663606620677,2.5913145083407048,0.5859582719810317,0.9705305429393333
development_repeated_nested_cv,primary_instrument1_full,primary,1,5,5,development_combined,FPCR,ok,ok,True,13,3.3801911975917793,2.591342157687291,0.5679916711783451,0.9698290367570188
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,ok,ok,True,3,6.1693717485397155,4.85270252578266,-1.0610965997643462,0.8891162608158695
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,ok,ok,True,42,4.689517365091487,3.6044827316135195,-0.9770510216036209,0.9359318359909414
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,1,development_combined,Arnoldi FPLS,ok,ok,True,5,4.677444524619121,3.5553684105331045,-0.9007098005895824,0.936261289545174
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,1,development_combined,FPCR,ok,ok,True,7,4.819533169044182,3.6848423300872852,-1.1413606191802017,0.932330038567317
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,2,development_combined,CG-FPLS-code,ok,ok,True,3,4.497219826418899,3.869348288564411,0.9628090786811899,0.955412178896147
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,2,development_combined,Raw FPLS,ok,ok,True,25,3.5479362554325173,2.9166368819356805,0.670090633146404,0.9722489363492216
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,2,development_combined,Arnoldi FPLS,ok,ok,True,5,3.396709359288304,2.7557196842509515,0.6357904714922114,0.9745642356674739
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,2,development_combined,FPCR,ok,ok,True,23,3.739066971540014,3.06290908412789,0.8512320753859243,0.9691784479170892
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,3,development_combined,CG-FPLS-code,ok,ok,True,3,4.2313392310966025,3.5003118795550883,2.321371125309009,0.9527199844913834
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,3,development_combined,Raw FPLS,ok,ok,True,62,3.478264289348474,2.8877854469177193,1.4831534781828872,0.9680517497876934
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,3,development_combined,Arnoldi FPLS,ok,ok,True,4,3.6838264616048906,3.0780307681038486,1.3349221756199872,0.9641639406228228
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,3,development_combined,FPCR,ok,ok,True,7,3.6469027291715337,2.919686808622256,1.7244477333089914,0.9648787244089824
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,4,development_combined,CG-FPLS-code,ok,ok,True,3,5.161684377588264,3.6932566245509952,0.2237553330593439,0.9470161127642418
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,4,development_combined,Raw FPLS,ok,ok,True,36,4.7622339788108405,3.360323119355819,0.9589604586743931,0.9548993930731116
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,4,development_combined,Arnoldi FPLS,ok,ok,True,5,4.744422149782864,3.354568228193332,0.997319893938577,0.9552361350291712
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,4,development_combined,FPCR,ok,ok,True,7,5.0346750439450325,3.6537515703855186,1.2059912799282086,0.9495914950306668
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,5,development_combined,CG-FPLS-code,ok,ok,True,3,9.284227979794226,7.664440341034842,-2.511751593484669,0.5554825398327505
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,5,development_combined,Raw FPLS,ok,ok,True,36,7.163502962241299,5.393845583356742,-2.069917448753622,0.7353644888055432
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,5,development_combined,Arnoldi FPLS,ok,ok,True,8,7.847304732913918,5.756232865754876,-2.1956467439473952,0.6824308787242452
development_source_contiguous_cv,primary_instrument1_full,primary,1,1,5,development_combined,FPCR,ok,ok,True,46,8.195977609929754,5.803633674193858,-1.614685041732455,0.6535833493920197
original_split_sensitivity,primary_instrument1_full,primary,1,1,1,validation_split_local,CG-FPLS-code,ok,ok,True,3,5.99785494213711,4.820366810676183,2.1086347447876825,-5.442409767085701
original_split_sensitivity,primary_instrument1_full,primary,1,1,1,validation_split_local,Raw FPLS,ok,ok,True,8,4.131718219707992,3.5664614231366407,1.4600468011936663,-2.057157537054856
original_split_sensitivity,primary_instrument1_full,primary,1,1,1,validation_split_local,Arnoldi FPLS,ok,ok,True,5,4.150192479370548,3.5581865497925405,1.405693300669269,-2.084557754858758
original_split_sensitivity,primary_instrument1_full,primary,1,1,1,validation_split_local,FPCR,ok,ok,True,7,3.977993120824332,3.4305364499152526,1.5115564928500695,-1.8338997553096363
