analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,m,criterion,eligible,leading_eigenvalue_curve,pilot_gcv_curve,moment_residual_curve,update_norm_curve,valid_curve,basis_condition_curve,design_condition_curve,krylov_log10_column_norm_curve,orthogonality_defect_curve
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,2,230.963838688072,True,,,,,True,5.543150938288665,14.210427625646034,-0.07635446722332667,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,3,38.2211858777479,True,,,,,True,69.31832208781492,462.1427941496128,-1.6679590978227703,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,4,26.589617459576395,True,,,,,True,15930.010303209496,118748.30068306766,-3.258225820975509,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,5,25.99099114845742,True,,,,,True,2686716.0613342216,28222091.033873316,-4.84843024769637,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,6,25.552099432021325,True,,,,,True,523362860.7868763,8956565523.754967,-6.438631775929279,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,7,25.710042051173446,True,,,,,True,201732244756.37256,4384639106068.904,-8.028833169321688,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,8,25.748023103693903,True,,,,,True,220498906645752.8,3894398813783965.5,-9.619034556441228,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,9,inf,False,,,,,True,4503599627370496.0,4503599627370496.0,-11.20923594326895,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,10,25.253793363388557,True,,,,,True,4503599627370496.0,4503599627370496.0,-12.799437330083098,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,11,25.25712262022538,True,,,,,True,4503599627370496.0,4503599627370496.0,-14.389638716896613,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,12,25.612701768691124,True,,,,,True,4503599627370496.0,4503599627370496.0,-15.9798401037101,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,13,25.94149466353245,True,,,,,True,4503599627370496.0,4503599627370496.0,-17.570041490523582,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,14,25.575383022849397,True,,,,,True,4503599627370496.0,4503599627370496.0,-19.16024287733707,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,15,25.538798885649747,True,,,,,True,4503599627370496.0,4503599627370496.0,-20.750444264150552,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,16,32.97092732178814,True,,,,,True,4503599627370496.0,4503599627370496.0,-22.34064565096404,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,17,25.648906308584007,True,,,,,True,4503599627370496.0,4503599627370496.0,-23.93084703777752,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,Raw FPLS,18,25.184821331000816,True,,,,,True,4503599627370496.0,4503599627370496.0,-25.521048424591008,
