analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,status,error_type,error_message,selected_components,criterion_name,runtime_seconds,intercept,numerical_positive_rank,eigenvalue_threshold,pilot_components,threshold,threshold_reached,sigma2,moment_residual_m0,effective_dimension,selected_beyond_effective_dimension,selected_at_cap,path_cap,processed_grid_size,shared_fpcr_path_seconds,training_rmse,training_bias,coefficient_norm,coefficient_max_abs,prediction_finite,inner_fold_failures,inner_error_messages,selected_basis_condition,selected_design_condition,instability_flag,inner_effective_dimension_min,inner_effective_dimension_max,rank_breakdown,selected_orthogonality_defect,selected_eigenvalue,selected_spectral_condition
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,3,development_combined,FPCR,ok,,,11,response_gcv,0.03143049904610962,119.14248297813226,155.0,3.8072758791411535e-15,,,,,,,,False,70,650,0.030580083024688065,4.805806621404831,7.178303535627679e-14,21055.75273244179,2795.867268472098,True,,,,,,,,,,5.9783380427526754e-05,441.24550767165897
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,4,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.040211125975474715,117.61913639244747,155.0,3.5438236038602137e-15,70.0,0.19492314929996926,True,8.900650511009788,1.3807665215495313,70.0,False,False,70,650,0.030895334028173238,5.064671700433373,8.872674674747918e-14,20039.05104888503,3023.6074791800606,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,4,development_combined,Raw FPLS,ok,,,23,inner_cv_mse,0.23554587503895164,128.69102029172288,,,,,,,,70.0,,False,70,650,,4.271537222835251,9.801845944588049e-14,21599.518120452845,3099.2668001055717,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,4,development_combined,Arnoldi FPLS,ok,,,6,inner_cv_mse,0.2565610411693342,108.2865938776757,,,,,,,,70.0,,False,70,650,,3.8619264826845194,1.025732205725478e-13,23549.6926858431,3128.4627695653935,True,0.0,,1.0000000000000004,23.39897174074931,False,70.0,70.0,False,3.962954712141784e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,4,development_combined,FPCR,ok,,,21,response_gcv,0.032069250009953976,109.83977567385561,155.0,3.5438236038602137e-15,,,,,,,,False,70,650,0.030895334028173238,4.04795159533156,9.637874544028025e-14,23226.22286926712,3447.7145628656526,True,,,,,,,,,,2.8907506744654247e-05,849.3914375725282
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,5,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.04009904200211167,160.0162246085576,155.0,3.602669046121667e-15,70.0,0.18761409055919906,True,8.125512107137569,1.3410325193202761,70.0,False,False,70,650,0.03091545798815787,5.503227233807405,-1.6397140056002313e-15,19053.777248876046,2802.9387318669183,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,5,development_combined,Raw FPLS,ok,,,60,inner_cv_mse,0.238978125853464,129.24563710032606,,,,,,,,70.0,,False,70,650,,4.311726602661119,-2.004094895733616e-15,21635.637565311146,2949.9113662838936,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,5,development_combined,Arnoldi FPLS,ok,,,5,inner_cv_mse,0.25874137494247407,132.34270552356787,,,,,,,,70.0,,False,70,650,,4.3083563685543,-1.8219044506669234e-15,21707.77493052368,2951.602813511172,True,0.0,,1.0000000000000002,12.95639517898697,False,70.0,70.0,False,6.024604464440108e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,2,5,development_combined,FPCR,ok,,,52,response_gcv,0.03177641599904746,95.73636539276188,155.0,3.602669046121667e-15,,,,,,,,False,70,650,0.03091545798815787,3.12738943790709,-1.286264542170848e-13,49530.305927668815,17908.52253448845,True,,,,,,,,,,7.881464618170433e-07,31671.151648342217
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,1,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.0401888340129517,139.4934899358911,155.0,3.439148725533818e-15,70.0,0.20713522155607703,True,10.43546712088293,1.544323491391314,70.0,False,False,70,650,0.03138662502169609,6.201349781623667,2.933266165573747e-14,17731.0816335461,2797.3479382138494,True,,,,,,,,,,,
